Con,Contp,PP,PPName,Reg,AgtId,Ver,Agt,Year,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,Interim,GCh,GChRhet,GChAntid,GChSubs,GChOth,GDis,GDisRhet,GDisAntid,GDisSubs,GDisOth,GAge,GAgeRhet,GAgeAntid,GAgeSubs,GAgeOth,GMig,GMigRhet,GMigAntid,GMigSubs,GMigOth,GRa,GRaRhet,GRaAntid,GRaSubs,GRaOth,GRe,GReRhet,GReAntid,GReSubs,GReOth,GInd,GIndRhet,GIndAntid,GIndSubs,GIndOth,GOth,GOthRhet,GOthAntid,GOthSubs,GOthOth,GRef,GRefRhet,GRefSubs,GRefOth,GSoc,GSocRhet,GSocAntid,GSocSubs,GSocOth,GeWom,GeMe,GeMeNu,GeMeOth,GeLgbti,GeLgbtiPos,GeLgbtiNeg,GeFa,StGen,StCon,StSd,StRef,StSym,StInd,StUni,StBor,StXbor,Pol,PolGen,PolNewInd,PolNewTemp,Ele,ElecComm,PolPar,PolParTrans,PolParOth,Civso,Tral,Pubad,ConGen,ConRen,Cons,Polps,PpsGe,PpsGe:St,PpsGe:Sub,PpsEx,PpsEx:St,PpsEx:Sub,PpsOro,PpsOro:St,PpsOro:Sub,PpsOthPr,PpsOthPr:St,PpsOthPr:Sub,PpsVet,PpsVet:St,PpsVet:Sub,PpsAut,PpsAut:St,PpsAut:Sub,PpsInt,PpsInt:St,PpsInt:Sub,PpsOth,PpsOth:St,PpsOth:Sub,Terps,TpsSub,TpsLoc,TpsAut,TpsOth,Eps,EpsRes,EpsFis,EpsOth,Mps,MpsMe,MpsJt,MpsPro,MpsOth,HrGen,HrBor,HrTrinc,HrCp,CprLife,CprTort,CprEq,CprSlav,CprLib,CprDet,CprFmov,CprFspe,CprFass,CprTria,CprPriv,CprVote,CprReli,CprOth,HrSec,SerProp,SerWork,SerHeal,SerEdu,SerStdl,SerShel,SerSs,SerCult,SerOth,HrCit,CitGen,CitRights,CitDef,CitOth,HrDem,HrDet,Med,MedGov,MedSubs,MedLog,MedOth,HrMob,Prot,ProtCiv,ProtGrp,ProtOth,RiOth,HrNi,HrNiMe,HrNiNe,HrNiOth,HrIi,HrIiMon,HrIiBod,HrIiOth,JusCr,JusCrSp,JusCrSys,JusCrPow,JusEm,JusJu,JusPri,JusTra,Dev,DevSoc,DevHum,DevInfra,NEC,NatRes,IntFu,Bus,Tax,TaxPo,TaxRef,TaxOth,Ban,CenBan,BanPers,BanInt,BanXb,LaRef,LaRefMan,LaRefRet,LaRefOth,LaNom,LaCH,LaCHTa,LaCHIt,LaCHPro,LaCHOth,LaEn,Wat,SsrGua,Ce,CeProv,CeGen,SsrPol,SsrArm,SsrDdr,DdrDemil,DdrProg,SsrInt,SsrPsf,SsrFf,Cor,SsrCrOcr,SsrDrugs,Terr,TjGen,TjAm,TjAmPro,TjSan,TjPower,TjAmBan,TjCou,TjJaNc,TjJaIc,TjMech,TjPrire,TjVet,TjVic,TjMis,TjRep,TjRSym,TjRMa,TjNR,ImUN,ImOth,ImRef,ImPK,ImE,ImSrc
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2346,5,Dimbi UPC AB Joint Memorandum,2018,17/12/2018,Multiparty signed/agreed,2,1625,IntraLocal,Pre,Prin,"Signatory parties:

The head of UPC

The head of the head of the auto-defense groups

Chairman of the Committee of Elders

Youth President

President of Dimbi Auto-Defense groups

President of the ACS

President of OFCA

The Imam of La Masquée

The Mayor of MBOUI

The EWOU Breeding Mayor

The Mayor of Kémbé",,,CAF,,482,,NA,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2340,5,Agreement between Tahrir al-Sham and Nour al-Din al-Zenki in Tal Adeh,2018,30/12/2018,Multiparty signed/agreed,1,2013,IntraLocal,Oth,Other,"National Liberation Front (Nour al-Din al-Zenki Movement), Abdo Zamzam                                                     
National Liberation Front, Jaber Ali al-Basha
Hayat Tahrir al-Sham, Abu Ubaida Kafrhor",Ansar al-Din,"Page 1, 4. Conclude a session later between the leadership of the National Front and Hayat Tahrir al-Sham, to discuss the Hayat’s claim of violating the recent agreement between the two parties regarding the city of Darat Azza by al-Zenki [Movement].",SYR,,652,,299,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2343,5,Agreement between Tahrir al-Sham and the elders of several villages in al-Ghab Plain,2019,09/01/2019,Multiparty signed/agreed,1,1224,IntraLocal,Cea,Ceas,"Tahrir al-Sham
Elders of the villages of al-Hawash, al-Hawija, al-Hawiz, al-Hurriyyah, al-Hamra, Bab al-Taqah, and Shariyyah",,,SYR,,652,,299,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2347,5,Gambo - Pombolo Peace and Reconciliation Agreement,2019,20/03/2019,Multiparty signed/agreed,6,6738,IntraLocal,SubPar,MultIss,"Page 6: 
The president of Gambo

The president of Pombolo

The Mayor of GAMBO

The Mayor Municipality of Pombolo","Not signed, but mentioned in the agreement preamble, page 2: 
""Thanking MINUSCA for its mediation efforts since October 2018, as well as for its technical and logistical support in the organization of the direct and inclusive dialogue of March 20, 2019""","Page 2: 
Political Agreement for Peace and Reconciliation in the Central African Republic",CAF,,482,,NA,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2348,5,"Good neighborliness and Community Reconciliation Agreement between the Communities of Castors, Yakite, Sara, Yalowa, Camerounais Douala, and Sanga-Bibale",2019,23/03/2019,Multiparty signed/agreed,2,4956,IntraLocal,SubPar,MultIss,"MAIN ACTOR FOR PEACE. YAKITE BRIDGE Moussa Danda 

MAIN ACTOR FOR PEACE. CASTORS Nathael Wandessere 

YAKITE YOUTH REPRESENTATIVE Abdrahman Ibrahim 

CASTOR YOUTH REPRESENTATIVE Fabrice Dekoua 

YAKITE WOMEN REPRESENTATIVE Oumoul Hair Abdouahman

CASTOR WOMEN REPRESENTATIVE Alphonsine Lakoue 

YAKITE RELIGIOUS LEADER Imam Oumar Sarako

CASTOR RELIGIOUS LEADER Abbe Julien Mokasse","WITNESSES

TOWN HALL 3rd ARRONDISSEMENT Yakite Sosthene 

MINUSCA Kenny Gluck 

MINISTRY OF HUMANITARIAN ACTION AND NATIONAL RECONCILIATION Balkoua Virginie 

LOCAL PEACE AND RECONCILIATION COMMITTEE 3rd DISTRICT OF BANGUI [illegible]","Page 1: 
Political Agreement for Peace and Reconciliation in the Central African Republic",CAF,,482,,NA,NA,NA,NA,No,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2351,5,Confidence Measures between the 6 armed Groups of Haute Kotto,2019,09/04/2019,Multiparty signed/agreed,1,762,IntraLocal,SubPar,MultIss,"Signatory parties:
The FPRC 
The RPRC
UPC
The MPC
The MLCJ
MOKOM Wing Anti Balaka",,Khartoum Agreement (Political Agreement for Peace and Reconciliation in the Central African Republic (Khartoum Accord)),CAF,,482,,416,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2350,5,Commitment between the 6 Armed Groups of Haute Kotto,2019,09/04/2019,Multiparty signed/agreed,3,5760,IntraLocal,SubPar,MultIss,"Page 1: 
For the Parties
Ousta Alia The FPRC
Mine Joseph The RPRC
Amadou Garba The UPC
Amat Faya The MPC 
Achafi Daoud Assabour The MLCJ 
Plenga Thierry alias Bokassa MOKOM Wing Anti Balaka","Page 1: 
Witnesses
Binguinedji Thierry Evariste Prefect of Haute Kotto 
YOunous MoussaAyat Sub-prefect of Bria 
BalekouZou Maurice  mayor of the town of Bria 

Page 3: 
The representative of the HD Center 
Representative of MINUSCA

The agreement also lists (Page 3) the Prefect of Haute Kotto, and the Prefectural Committee for the Implementation of the Khartoum Accord as taking part in monitoring alongside the signed third parties.","Page 1: 
previous initiatives taken by the international community to establish a negotiated settlement of hostilities in the CAR, Signed on April 23, 2014
initiatives of September 21 and December 19, 2017, Bria
Political Agreement for Peace and Reconciliation in the Central African Republic between the government and armed groups, signed on February 6, 2019",CAF,,482,,416,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2352,5,Declaration of the Inclusive Intra and Inter-Communal Reconciliation Forum in Haute Kotto,2019,24/04/2019,Multiparty signed/agreed,1,3529,IntraLocal,SubPar,MultIss,"FOR THE VARIOUS ETHNICAL GROUPS:
1. BANDA: SAMBA Rene
2. SARA: DJOUMA Felix
3. ROUNGA: DJIBRINE Youssouf
4. GOULA: El Hadj ABAKAR B.O
5. KARA: FOTOR Doungous
6. YOULOU: ALBAKOUS Philippe
7. NZAKARA: SALANGA Evariste
8. BORNOU: BOUKAR Moustapha
9. HAOUSSA: RABILOU Mahamat
10. ARABIC: ATAHIR Ousmane
11. PEUHL: AMAT Ali Bobiri
12. CMOP: Mle. CHAFARDINE Victorien
13. CTS: Adjt Chef MAHAMAT Sallet Soumaine

FOR THE FORUM OFFICE:
President: Mr. BINGUINENDJI Thierry Evariste, Prefecture of Haute Kotto
Vice-President: Mr. YOUNOUS Moussa AYATE, Sub-Prefecture of Bria

Rapporteurs:
Mr. MALICK ADoum, Head of PCA de Sam Ouandja
Mr. LEMERCIER Andre, Principal Lycee Djalle Bria 

For the Religious Platform
1. For the Catholic Church - Abbe Bruno Stephanie KOMGBO
2. For Protestants: Pastor Auguste NGBANDE
3. For Islam: Ousmane Ali

For MINUSCA
Mr. Imtiaz Hussein

Representatives of the following armed groups were present at this Forum:
1. FPRC/MemberCTS [signature]
2. UPC/Member CTS [signature]
3. MPC/Member CTS [signature]
4. RPRC/Member CTS [signature]
5. MLJC/Member CTS [signature]
6. ANTI-BALAKA/Member CTS [signature]",,"Page 1, Untitled Preamble
Considering that the various Peace Agreements and Roadmaps, signed by the Armed Groups present in Haute Kotto, have not had a positive impact on peace and cohabitation between the daughters and sons of the region; Considering that the confidence-building measures signed on April 9, 2019, between the 6 armed groups present in Bria, constitute a major step towards the quest for peace and reconciliation between the daughters and sons of Haute Kotto;...

Page 2, Actions or Recommendations
5. Enforce strict compliance with the commitments made by the Armed Groups when signing the various local Agreements and Confidence-Building Measures, including the Khartoum Accord",CAF,,482,,416,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2329,5,Commitment note,2019,18/05/2019,Multiparty signed/agreed,1,921,IntraLocal,SubPar,MultIss,"Signatory parties:
Com-Zone UPC Amadou-Sallet
Anti-G Balakas CB Edmond Obrou
MINUSCA captain in Tagbara
The mayor of Oron Djafoune Seni-Maloum
The mayor",,"Page 1, 
We: Edmond Obrou, CB of the Anti-Balaka in Mambissi AND Amadou-Sallet, Colonel of the UPC in Tagbara 
- Commit to respecting the Khartoum agreements on peace, social cohesion, and cohabitation.",CAF,,482,,416,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2349,5,Recommendations of the Round Table on the Free Movement of People and Goods in Nana Gribizi,2019,14/06/2019,Multiparty signed/agreed,4,5481,IntraLocal,SubPar,MultIss,"LIST OF PARTICIPANTS AT THE NANA GRIBIZI ROUND TABLE

1 ABDOULAYE Mahamat - Prefect/MATD
2 AWAT Mahamat - Sub-prefect/Kaga Bandoro
3 Jean Gilbert GBANGOUDOU - Deputy Prefect/Members
4 GANAFEI Sylvain - FACA 
5 LENGBE Sylvanus - Head of Section
6 GOMONGO Wilfrid - Group leader, FACA
7 ABAKAR Ishmael - Com-zone, MPC
8 Abdel Doungous - Com-zone, MPC
9 Abdoulaye Ahamat - Com-zone FPRC
10 Abdelkader Hassan - CEMAT FPRC
11 WEBEGONA Laurent - ABLK coordinator
12 MAHAMAT Zen Com-zone - FPRC
13 Linguissa Gustave - ABLK com-zone
14 Mbetingou Fernand - ABLK com-zone 
15 Nekemale Mc Celestin - ABLK spokesperson
16 YAVOLA Dieudonne - ABLK com-zone
17 Maka marc - ABLK com-zone
18 Yves toena - ABLK com-zone 
19 NGUETEMALE Gauthier - ABLK com-zone
20 GAZAMODO Bertrand - Coordinator, ABLK, Mokom wing
21 Urban Bissafi Mokom Wing
22 Warafio Bilarmin Com-zone, Mokom Wing
23 Yamindi Ghislain Kaga Bandoro Antenna 75643960
24 Bissafi Gustave ABLK com-zone
25 Ndibizi Max - States Major, ABLK 75754141
26 Bouninga Kola Symphorien - CC, ABLK
27 Maba Alexis - Com-zone, Ouandago, ABLK
28 Moussa Paoud - Iman, Mbres 
29 Nguinza Rebecca - OFCA 
30 Bruce Kevin DJAYE - Priest Catholic Church, Mbres
31 SEMANDELE Olga - Female Leaders
32 NOURRADINE Hissene - Muslim civil society, Kaga","Local authorities
MINUSCA","Page 2, III. Cohabitation and cooperation between the Regular Forces (FACA / FSI) and
armed groups
6. Participants suggested working in the spirit of the APPR-RCA.

Page 3, VI. Management of transhumance
12. The rapid establishment of the USMS to secure the transhumance corridors, as provided for by the APPR-RCA,",CAF,,482,,416,N/A,N/A,N/A,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Sudan,Government/territory,156,Sudan Transition Process,Africa (excl MENA),2373,5,Juba Declaration for Trust-building Measures and Pre-negotiation Principles,2019,11/09/2019,Multiparty signed/agreed,3,6539,Intra,SubPar,MultIss,"The Government of Sudan and The Sudan Revolutionary Front and the Sudan Liberation Forces Alliance: 

Lieutenant General Mohamed Hamdan Dagalo
Government of the Sudan

Sudan Revolutionary Front:
Dr. Elhadi Idriss Yahya, Chairman of the Revolutionary Front and Chairman of SLM-Transitional
Council
Dr. Gibril Ibrahim, JEM
Lieutenant General Malik Agar, SPLM-N
Commander Mini Arko Minnawi, SLM
Osama Saeed, Beja Opposition Congress:
Alamin Daoud Mahmoud, United Popular Front for Liberation and Justice:
Mohamed Daoud Mohamed, Kush Liberation Movement:
Eltom Hajo Democratic United Party-Revolutionary Front:

Sudan Liberation Forces Alliance:
Altahir Abubaker Hajar,","Witnesses 

General Salva Kiir Mayardit, President of the Republic of South Sudan

As well as signing as a witness, it seems the General can also be viewed as providing a facilitatory type role: 

Page 1, Preamble 

RESPONDING to the gracious invitation by General Salva Kiir Mayardit, President of the Republic of South Sudan, to the two parties of the Agreement",,SDN,,625,,309,1643,,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Central African Republic,Inter-group,155,CAR: Local Processes,Africa (excl MENA),2327,5,Joint Press Release,2019,21/09/2019,Multiparty signed/agreed,1,1088,IntraLocal,Cea,CeaMix,"Signatory parties:
FPRC
AUTO-DEFENSE GROUPS
SULTAN OF BAMINGUI
SULTAN OF VAKAGA
THE MISSION COORDINATOR",,,CAF,,482,,416,NA,NA,NA,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
